user_id,concentration_id
4412,4
4217,4
2914,4
787,4
2433,4
371,4
4586,4
2823,4
3734,4
4117,4
1847,4
5367,4
2432,4
163,4
3063,4
3378,4
3861,4
48,4
4247,4
5497,4
273,4
684,4
70,4
4101,4
4507,4
3942,4
1402,4
4233,4
1498,4
3630,4
5254,4
2992,4
3954,4
5884,4
774,4
2556,4
1839,4
770,4
2063,4
3226,4
686,4
4747,4
2074,4
2886,4
5874,4
4485,4
5011,4
1474,4
5875,4
3871,4
3671,4
3728,4
301,4
84,4
2970,4
453,4
4638,4
4489,4
5170,4
5951,4
2350,4
705,4
5013,4
2076,4
2787,4
1201,4
3027,4
4889,4
2756,4
1106,4
4877,4
5079,4
2010,4
5380,4
5826,4
4407,4
671,4
2191,4
813,4
828,4
783,4
1519,4
5475,4
4194,4
714,4
426,4
4198,4
352,4
1502,4
2030,4
3285,4
2000,4
3192,4
1830,4
77,4
3370,4
4374,4
1550,4
1524,4
3725,4
3409,4
3659,4
2987,4
4392,4
1530,4
2152,4
5791,4
1863,4
2674,4
302,4
2982,4
1718,4
1406,4
1027,4
1423,4
876,4
4635,4
3922,4
5258,4
3516,4
1483,4
85,4
2062,4
2620,4
1001,4
4393,4
5998,4
3951,4
3004,4
2258,4
5688,4
2711,4
4799,4
242,4
1859,4
1730,4
5158,4
3266,4
5644,4
3299,4
5198,4
200,4
1444,4
5007,4
5985,4
2692,4
3136,4
2966,4
4809,4
1832,4
2311,4
2182,4
2257,4
5282,4
3070,4
1664,4
122,4
5547,4
1697,4
2718,4
5649,4
2854,4
3065,4
38,4
5830,4
4568,4
5847,4
605,4
5400,4
1125,4
4700,4
246,4
5050,4
1911,4
3525,4
3219,4
5530,4
5632,4
2663,4
3539,4
1824,4
814,4
3322,4
3776,4
2925,4
219,4
4629,4
4399,4
1711,4
224,4
1460,4
4610,4
5705,4
365,4
4990,4
4936,4
4391,4
395,5
236,5
3672,5
2388,5
3746,5
4447,5
1467,5
2897,5
1689,5
3422,5
1976,5
4725,5
2456,5
3496,5
186,5
1091,5
296,5
4490,5
5348,5
5779,5
4324,5
3902,5
571,5
2097,5
2541,5
5320,5
2907,5
5329,5
3975,5
6005,5
4143,5
67,5
3758,5
4296,6
5021,6
320,6
2394,6
3015,6
3889,6
728,6
4439,6
1583,6
3218,6
1989,6
3258,6
3424,6
3893,6
980,6
4057,6
4038,6
4471,6
1166,6
4074,6
2113,6
599,6
5735,6
1558,6
128,6
4529,6
1089,6
5819,6
1270,6
2048,6
4896,6
638,6
3591,6
4331,6
1431,6
2574,6
873,6
5163,6
2678,6
5347,6
2534,6
1095,6
4330,6
4840,6
2540,6
4025,6
1073,6
893,6
4646,6
2988,6
2358,6
5043,6
2560,6
1000,6
2167,6
4869,6
1675,6
4724,6
4793,6
3933,6
1924,6
399,6
4848,6
4628,6
4261,6
3562,6
1436,6
4226,6
1110,6
2622,6
2655,7
4263,7
204,7
4669,7
646,7
2373,7
2809,7
3986,7
5153,7
5379,7
2658,7
5022,7
3647,7
833,7
3161,7
1487,7
4138,7
2672,7
4026,7
672,7
2463,7
5541,7
4718,7
5837,7
5813,7
3132,7
5701,7
3384,7
843,7
3874,7
4546,7
5135,7
3548,7
1037,7
3275,7
3813,7
1030,7
244,7
4487,7
4532,7
2416,7
3628,7
1960,7
2722,7
4435,7
303,7
1259,7
4306,7
5422,7
3165,7
3783,7
1009,7
5971,7
1317,7
5482,7
861,7
461,7
1967,7
5093,7
2575,7
3238,7
2735,7
3984,7
915,7
3757,7
5739,7
5196,7
965,7
945,7
5552,7
3222,7
29,7
2550,7
5159,7
2769,7
5128,7
2708,7
5667,7
4213,7
1349,7
4251,7
4271,7
5636,7
142,7
4474,7
702,7
1297,7
5489,7
2071,7
5019,7
3969,7
280,7
3991,7
5327,7
91,7
3237,7
3273,7
612,7
3125,7
5132,7
1251,7
3555,7
4519,7
2690,7
4202,7
3932,7
3395,7
1741,7
5471,7
2319,7
1849,7
3698,7
5121,7
2999,7
5624,7
1188,7
3886,7
5599,7
2779,7
121,7
2578,7
1932,7
1315,7
331,7
3014,7
1482,7
4694,7
5772,7
761,7
3798,7
3220,7
1143,7
4559,7
15,7
654,7
1490,7
3660,7
3356,7
2279,7
4267,7
2803,7
6032,7
2793,7
3207,7
2673,7
1121,7
5859,7
392,7
5470,7
3576,7
1063,7
1274,7
1334,7
1763,7
3155,7
1130,7
2577,7
3415,7
2453,7
5168,7
598,7
4500,7
2375,7
3248,7
559,7
2205,7
3518,7
1235,7
2677,7
5325,7
5796,7
5342,7
5997,7
4027,7
1683,7
3713,7
687,7
663,7
3655,7
5785,7
5071,7
5611,7
3122,7
847,7
5051,7
5048,7
5804,7
2739,7
5869,7
3291,7
4907,7
3023,7
3347,7
2264,7
5189,7
4246,7
353,7
3549,7
5926,7
3420,7
2851,7
3832,7
387,7
42,8
550,8
704,8
1011,8
1559,8
1736,8
1787,8
1818,8
2349,8
2405,8
2758,8
3040,8
3404,8
3836,8
4486,8
4987,8
5287,8
6,9
37,9
89,9
123,9
126,9
196,9
294,9
314,9
556,9
721,9
726,9
750,9
914,9
982,9
991,9
1078,9
1114,9
1344,9
1485,9
1576,9
1609,9
1645,9
1659,9
1816,9
1963,9
1998,9
2027,9
2198,9
2277,9
2317,9
2353,9
2355,9
2364,9
2367,9
2381,9
2409,9
2422,9
2423,9
2489,9
2517,9
2524,9
2529,9
2552,9
2633,9
2654,9
2723,9
3017,9
3068,9
3363,9
3385,9
3583,9
3593,9
3608,9
3663,9
3745,9
3803,9
3858,9
3917,9
3979,9
4023,9
4159,9
4199,9
4283,9
4288,9
4293,9
4357,9
4360,9
4554,9
4555,9
4561,9
4637,9
4688,9
4719,9
4767,9
4813,9
4834,9
4863,9
4880,9
5108,9
5175,9
5188,9
5214,9
5304,9
5343,9
5503,9
5549,9
5571,9
5635,9
5683,9
5862,9
5966,9
6015,9
4301,11
1543,11
3474,11
5133,11
1002,11
4763,11
1040,11
4253,11
408,11
2231,11
1610,11
3739,11
5180,11
129,11
2665,11
1796,11
3572,11
5721,11
3898,11
959,11
836,11
4721,11
1794,11
725,11
2726,11
1608,11
1005,11
3965,11
5126,11
1104,11
2629,11
2053,11
4173,11
3109,11
4940,11
5732,11
3075,11
5172,11
1155,12
65,12
3327,12
1852,12
4343,12
3756,12
1362,12
4624,12
3182,12
205,12
680,12
4521,12
4910,12
3570,12
2923,12
2902,12
4007,12
5481,12
3989,12
4653,12
479,12
4547,12
5365,12
3775,12
2900,12
3191,12
5193,12
772,12
1950,12
2103,12
3173,12
367,12
5017,12
3058,12
4982,12
1843,12
4449,12
6021,12
3652,12
1544,12
5596,12
1231,12
4780,12
2348,12
4255,12
409,12
2818,12
5003,12
3181,12
5270,12
768,12
284,12
767,12
2174,12
1662,12
3602,12
5738,12
3517,12
1367,12
544,12
3172,12
3605,12
647,12
5877,12
5179,12
3010,12
1898,12
2918,12
5631,12
5102,12
690,12
105,12
2180,12
2196,12
4245,12
267,12
3953,12
575,12
492,12
5297,12
2989,12
1066,12
3243,12
1617,12
4810,12
3716,12
4551,12
867,12
5115,12
328,12
2719,12
2203,12
547,12
3052,12
1985,12
2841,12
2054,12
1744,12
3433,12
2836,12
49,12
1819,12
4444,12
4469,12
288,12
2881,12
1554,12
5904,12
5650,12
2671,12
4909,12
943,12
2406,12
625,12
4134,12
2112,12
2899,14
5092,14
3651,14
5065,14
3996,14
3208,14
2086,14
2037,14
3466,14
3612,14
1343,14
1435,14
4618,14
2178,14
5934,14
3796,14
3290,14
3700,14
4083,14
1304,14
2481,14
3882,14
4022,14
4451,14
2651,14
482,14
4657,14
270,14
4667,14
5426,14
3405,14
4289,14
2514,14
2638,14
4114,14
3444,14
1328,14
4405,14
2746,14
3669,14
344,14
1677,14
4185,14
2948,14
4668,14
586,14
3306,14
5634,14
1762,14
2743,14
4017,14
2362,14
2032,14
6034,14
2271,14
4152,14
1895,14
4051,14
4687,14
5691,14
3467,14
20,14
4355,14
3839,14
3449,14
2140,14
4402,14
2497,14
3441,14
5248,14
2427,14
5279,14
4952,14
3227,14
3907,14
1257,14
1240,14
2951,14
4785,14
519,14
795,14
249,14
531,14
516,14
3838,14
4865,14
4162,14
2036,14
3519,14
2995,15
5737,15
4417,15
2561,15
4591,15
929,15
4078,15
5821,15
3092,15
560,15
4751,15
3163,15
2833,15
2579,15
1391,15
3194,15
1528,15
4744,15
1151,15
3697,15
5550,15
5110,15
1116,15
4442,15
1703,15
4111,15
5369,15
4096,15
3463,15
4297,15
3247,15
412,15
5010,15
2104,15
576,15
3021,15
4191,15
2329,15
4043,15
3590,15
2617,15
4681,15
3491,16
5139,16
922,16
4748,16
3894,16
5534,16
1719,16
5801,16
5256,16
245,16
3348,16
165,16
4104,16
3376,16
3211,16
1441,16
4881,16
5154,16
1463,16
660,16
1318,16
1486,16
4037,16
2026,16
1715,16
6020,16
188,16
5062,16
3599,16
1759,16
2762,16
506,16
2808,16
2,16
1690,16
1324,16
2018,16
4673,16
4238,16
3283,16
565,16
1462,16
1861,16
4950,16
1739,16
3883,16
3985,16
4277,16
3990,16
4356,16
1377,16
5593,16
4766,16
3878,16
4756,16
21,16
3340,16
887,16
2751,16
854,16
2997,16
4716,16
983,16
4983,16
1398,16
3944,16
3205,16
1146,16
3842,16
2170,16
2356,16
4836,16
3837,17
633,17
2922,17
4314,17
868,17
3377,17
578,17
1057,17
3251,17
2919,17
2221,17
3860,17
2337,17
4071,17
3099,17
3862,17
3303,17
4094,17
3493,17
5753,17
5881,17
2576,17
3999,17
324,17
5060,17
5091,17
178,17
5518,17
1630,17
4346,17
5141,17
61,17
130,17
1807,17
4126,17
223,17
3482,17
3726,17
5171,17
2262,17
809,17
4192,17
1148,17
3717,17
2303,17
1399,17
5828,17
211,17
3714,17
381,17
2930,17
5780,17
3414,17
615,17
1714,17
3022,17
3024,17
5417,17
3692,17
5565,17
370,17
4254,17
44,17
3104,17
4286,17
2744,17
3107,17
1210,17
248,17
1769,17
3718,17
1987,17
1640,17
3556,17
3470,17
3138,17
1672,17
1974,17
5162,17
5462,17
1941,17
2867,17
769,17
1337,17
4127,17
208,17
5058,17
3920,17
505,17
9,17
3512,17
4772,17
631,17
4108,17
2648,17
3820,17
5487,17
3869,17
4113,17
526,17
5817,17
1358,17
359,17
3941,17
2566,17
545,17
2839,17
996,17
1627,17
1949,17
4893,17
1526,17
2307,17
1276,17
2832,17
2081,17
1099,17
5421,17
2772,17
4656,17
5484,17
5322,17
3013,17
3761,17
2194,17
4132,17
3115,17
5318,17
1389,17
3657,17
4930,17
2338,17
3615,17
1275,17
1471,17
528,17
987,17
1177,17
4305,17
4620,17
4876,17
1351,17
5911,17
5345,17
5368,17
3212,17
2945,17
2096,17
5210,17
1669,17
66,18
107,18
257,18
278,18
327,18
335,18
460,18
552,18
664,18
667,18
711,18
749,18
1046,18
1339,18
1647,18
2114,18
2136,18
2283,18
2336,18
2379,18
2391,18
2470,18
2472,18
2475,18
2498,18
2675,18
2870,18
3056,18
3184,18
3295,18
3329,18
3357,18
3369,18
3412,18
3535,18
3565,18
3575,18
3633,18
3722,18
3791,18
3841,18
3918,18
3935,18
4053,18
4060,18
4112,18
4124,18
4157,18
4182,18
4203,18
4212,18
4228,18
4231,18
4269,18
4295,18
4312,18
4364,18
4382,18
4446,18
4481,18
4595,18
4695,18
4733,18
4815,18
4819,18
4923,18
5137,18
5378,18
5435,18
5800,18
4900,20
2172,20
1044,20
227,20
981,20
1512,20
5897,20
1767,20
1620,20
5815,20
904,20
562,20
3910,20
350,20
4454,20
889,20
1020,20
2835,20
261,20
2284,20
3103,20
1680,20
5038,20
5408,20
241,20
953,20
232,20
3261,20
2790,20
1700,20
5889,20
5148,20
3426,20
362,20
2953,20
1147,20
3274,20
673,20
5676,20
138,20
1706,20
1820,20
2976,20
1545,20
4634,20
1628,20
1562,20
4835,20
1872,20
56,20
2586,20
3864,20
1134,20
5252,20
4151,20
4040,20
1388,20
3828,20
5957,20
1737,20
601,20
4590,20
5991,20
2637,20
2934,20
2825,20
5728,20
927,20
801,20
2033,20
2041,20
3308,20
2091,20
2216,20
798,20
4232,20
1877,20
6013,20
1180,20
3179,20
1238,20
2878,20
4179,20
